tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn,customerID
9.0,Yes,Month-to-month,Yes,Electronic check,43.75,405.7,Female,0,No,No,No,DSL,No,No,No,No,No,No,No,4570-QHXHL
41.0,Yes,One year,Yes,Electronic check,111.95,4534.9,Male,1,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,2403-BCASL
22.0,Yes,Month-to-month,Yes,Electronic check,100.65,2415.95,Male,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,7392-YYPYJ
21.0,No,One year,Yes,Electronic check,55.95,1157.05,Female,0,Yes,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Yes,2898-LSJGD
71.0,Yes,Two year,Yes,Bank transfer (automatic),116.05,8297.5,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,2223-GDSHL
1.0,Yes,Month-to-month,No,Electronic check,45.75,45.75,Male,0,No,No,No,DSL,No,No,No,No,No,No,Yes,7359-PTSXY
26.0,Yes,One year,Yes,Credit card (automatic),82.0,2083.1,Male,0,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,9470-RTWDV
71.0,Yes,Two year,No,Bank transfer (automatic),65.15,4681.75,Male,0,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,2176-OSJUV
4.0,Yes,Month-to-month,Yes,Credit card (automatic),44.8,176.2,Male,0,No,No,No,DSL,No,No,No,No,No,No,No,9348-YVOMK
12.0,Yes,Month-to-month,Yes,Electronic check,79.8,1001.2,Female,0,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,No,8104-OSKWT
18.0,Yes,Month-to-month,Yes,Electronic check,88.85,1594.75,Female,0,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,No,4521-YEEHE
3.0,Yes,Month-to-month,Yes,Electronic check,74.95,212.4,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,No,4090-KPJIP
72.0,Yes,One year,Yes,Bank transfer (automatic),106.85,7677.4,Female,1,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,3786-WOVKF
11.0,Yes,Month-to-month,No,Electronic check,74.95,815.5,Male,0,No,No,No,Fiber optic,No,Yes,No,No,No,No,Yes,4503-BDXBD
1.0,Yes,Month-to-month,No,Credit card (automatic),80.15,80.15,Female,0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,6086-ESGRL
13.0,Yes,One year,No,Credit card (automatic),19.3,259.65,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,2592-HODOV
72.0,Yes,One year,Yes,Electronic check,109.25,8109.8,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,3886-CERTZ
42.0,Yes,One year,No,Credit card (automatic),56.1,2386.85,Male,0,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,7995-ZHHNZ
17.0,Yes,Month-to-month,No,Credit card (automatic),19.7,340.35,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3824-RHKVR
7.0,Yes,Month-to-month,Yes,Mailed check,51.3,419.35,Female,1,No,No,No,DSL,No,Yes,No,No,No,No,No,5816-SCGFC
68.0,Yes,Two year,No,Mailed check,118.6,7990.05,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,5989-AXPUC
56.0,Yes,Two year,No,Bank transfer (automatic),24.15,1402.25,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4979-HPRFL
38.0,Yes,One year,No,Mailed check,20.3,749.35,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8590-OHDIW
72.0,Yes,Two year,Yes,Electronic check,115.5,8425.15,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,8015-IHCGW
48.0,Yes,One year,No,Credit card (automatic),25.05,1171.5,Female,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,2332-TODQS
52.0,Yes,Month-to-month,Yes,Electronic check,109.1,5647.95,Female,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,9278-VZKCD
35.0,Yes,One year,No,Mailed check,19.65,708.8,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8008-OTEZX
67.0,Yes,Two year,Yes,Bank transfer (automatic),111.3,7567.2,Male,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,2773-OVBPK
1.0,No,Month-to-month,No,Mailed check,29.9,29.9,Female,0,No,No,No phone service,DSL,Yes,No,No,No,No,No,No,5999-LCXAO
53.0,Yes,Month-to-month,Yes,Mailed check,80.6,4348.1,Male,0,No,No,No,Fiber optic,No,Yes,No,Yes,No,No,No,5206-XZZQI
34.0,Yes,Month-to-month,No,Mailed check,20.8,635.9,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4803-LBYPN
3.0,No,Month-to-month,No,Credit card (automatic),35.2,108.95,Female,0,No,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,5759-RCVCB
1.0,Yes,Month-to-month,No,Electronic check,78.8,78.8,Female,0,Yes,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,6372-RFVNS
19.0,Yes,Month-to-month,No,Mailed check,89.95,1682.4,Male,0,No,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,No,2139-FQHLM
60.0,Yes,Two year,Yes,Bank transfer (automatic),116.05,6925.9,Female,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,8261-GWDBQ
11.0,Yes,Two year,No,Credit card (automatic),19.55,223.15,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1093-YSWCA
47.0,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,Female,0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,8938-UMKPI
18.0,Yes,Month-to-month,No,Electronic check,49.4,874.8,Male,0,No,No,No,DSL,Yes,No,No,No,No,No,Yes,0991-BRRFB
60.0,Yes,Two year,No,Credit card (automatic),115.25,6758.45,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,3882-IYOIJ
72.0,Yes,Two year,No,Credit card (automatic),24.8,1874.3,Male,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8749-TZYEC
39.0,Yes,One year,No,Mailed check,19.9,791.15,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1755-FZQEC
59.0,Yes,One year,Yes,Credit card (automatic),81.25,4639.45,Female,0,Yes,No,No,Fiber optic,Yes,No,Yes,No,No,No,No,3115-JPJDD
2.0,Yes,Month-to-month,No,Mailed check,69.95,143.9,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,No,5600-KTXFM
1.0,Yes,Month-to-month,No,Electronic check,69.1,69.1,Male,1,No,No,No,Fiber optic,No,No,No,No,No,No,Yes,3871-IKPYH
20.0,Yes,Month-to-month,Yes,Electronic check,90.2,1776.55,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,6319-IEJWJ
6.0,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,Female,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,9025-AOMKI
71.0,Yes,Two year,Yes,Credit card (automatic),86.4,6172.0,Male,0,No,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,6339-TBELP
24.0,Yes,Month-to-month,No,Mailed check,66.3,1559.45,Female,0,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,7964-YESJC
67.0,Yes,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,6173-GOLSU
1.0,Yes,Month-to-month,Yes,Mailed check,80.85,80.85,Male,0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,5275-SQEIZ
48.0,Yes,One year,Yes,Mailed check,82.05,4029.95,Female,0,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,7716-YTYHG
37.0,Yes,One year,No,Mailed check,72.1,2658.4,Female,0,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,No,9938-ZREHM
11.0,No,Month-to-month,No,Mailed check,34.7,383.55,Male,0,No,No,No phone service,DSL,No,Yes,Yes,No,No,No,No,7950-XWOVN
3.0,Yes,Month-to-month,Yes,Credit card (automatic),20.55,51.15,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,4390-KYULV
18.0,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,Female,0,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,4647-MUZON
50.0,Yes,One year,Yes,Bank transfer (automatic),44.8,2230.85,Male,0,Yes,Yes,No,DSL,No,No,No,No,No,No,No,9702-AIUJO
67.0,Yes,One year,Yes,Electronic check,109.4,7281.6,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,8849-PRIQJ
25.0,Yes,Month-to-month,Yes,Mailed check,71.05,1837.7,Female,0,Yes,No,No,DSL,Yes,Yes,No,Yes,No,Yes,No,8851-RAGOV
2.0,Yes,Month-to-month,Yes,Electronic check,78.55,149.55,Female,1,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,1304-NECVQ
9.0,Yes,Month-to-month,No,Credit card (automatic),19.7,180.7,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5396-IZEPB
10.0,No,One year,No,Mailed check,40.25,411.45,Female,0,No,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,1729-VLAZJ
70.0,Yes,Two year,No,Credit card (automatic),19.85,1328.35,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8285-ABVLB
9.0,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,Male,0,No,No,No,DSL,Yes,No,Yes,Yes,No,Yes,No,0701-TJSEF
4.0,Yes,Month-to-month,Yes,Credit card (automatic),20.15,68.45,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5712-VBOXD
2.0,Yes,Month-to-month,No,Mailed check,50.95,123.05,Female,0,No,No,No,DSL,Yes,No,No,No,No,No,No,6629-LADHQ
1.0,Yes,Month-to-month,No,Electronic check,78.65,78.65,Female,0,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,8945-GRKHX
19.0,No,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No,No,1559-DTODC
7.0,Yes,Month-to-month,Yes,Bank transfer (automatic),20.25,174.7,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4797-MIWUM
1.0,Yes,Month-to-month,Yes,Electronic check,42.9,42.9,Male,0,No,No,No,DSL,No,No,No,No,No,No,Yes,6959-UWKHF
1.0,Yes,Month-to-month,No,Electronic check,44.0,44.0,Male,1,No,No,No,DSL,No,No,No,No,No,No,No,8720-RQSBJ
9.0,Yes,One year,No,Mailed check,20.25,172.35,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4537-CIBHB
3.0,No,Month-to-month,No,Mailed check,34.25,139.35,Female,0,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,Yes,3815-SLMEF
9.0,No,Month-to-month,No,Mailed check,58.5,539.85,Female,0,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,5154-VEKBL
5.0,Yes,Month-to-month,No,Credit card (automatic),55.8,300.4,Female,0,No,No,No,DSL,Yes,No,Yes,No,No,No,No,4324-AHJKS
56.0,Yes,One year,No,Bank transfer (automatic),88.9,4968.0,Female,0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,4355-CVPVS
18.0,Yes,Month-to-month,No,Mailed check,57.65,992.7,Female,0,No,Yes,Yes,DSL,Yes,No,No,No,No,No,No,4495-LHSSK
49.0,Yes,Month-to-month,Yes,Electronic check,96.2,4718.25,Male,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,5655-JSMZM
70.0,Yes,Two year,No,Mailed check,79.15,5536.5,Male,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,5915-ANOEI
72.0,Yes,Two year,Yes,Credit card (automatic),108.05,7806.6,Female,0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,9861-PDSZP
6.0,Yes,Month-to-month,No,Electronic check,74.4,434.1,Female,1,No,No,No,Fiber optic,No,No,Yes,No,No,No,Yes,4505-EXZHB
17.0,Yes,Month-to-month,Yes,Electronic check,94.8,1563.9,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,7225-CBZPL
29.0,No,Month-to-month,Yes,Electronic check,45.9,1332.4,Male,0,Yes,No,No phone service,DSL,No,No,No,No,Yes,Yes,No,6704-UTUKK
6.0,Yes,Month-to-month,Yes,Electronic check,105.3,545.2,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,4587-VVTOX
63.0,Yes,Two year,No,Electronic check,102.6,6296.75,Male,0,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,2019-HDCZY
16.0,Yes,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,Male,0,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Yes,4652-NNHNY
59.0,Yes,One year,Yes,Bank transfer (automatic),61.35,3645.5,Male,0,No,No,No,DSL,No,No,Yes,No,No,Yes,No,8788-DOXSU
3.0,Yes,Month-to-month,No,Electronic check,57.55,161.45,Female,0,No,No,No,DSL,No,No,Yes,No,Yes,No,No,7404-JLKQG
8.0,No,Month-to-month,Yes,Mailed check,29.25,226.95,Female,0,No,No,No phone service,DSL,No,Yes,No,No,No,No,No,7421-ZLUPA
7.0,Yes,Month-to-month,Yes,Electronic check,84.55,646.85,Female,1,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,8972-HJWNV
68.0,Yes,Two year,No,Credit card (automatic),19.6,1441.65,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3274-NSDWE
68.0,Yes,Two year,No,Credit card (automatic),111.75,7511.3,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,2632-IVXVF
52.0,Yes,One year,Yes,Electronic check,106.5,5621.85,Female,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,3692-JHONH
72.0,Yes,Two year,Yes,Credit card (automatic),107.7,7919.8,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,8915-NNTRC
32.0,Yes,One year,No,Mailed check,19.3,593.2,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5914-GXMDA
72.0,Yes,Two year,No,Bank transfer (automatic),20.05,1423.65,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7463-IFMQU
1.0,Yes,Month-to-month,Yes,Credit card (automatic),69.95,69.95,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,No,2920-RNCEZ
42.0,Yes,One year,No,Credit card (automatic),63.7,2763.35,Male,0,Yes,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,2541-YGPKE
25.0,Yes,Two year,No,Credit card (automatic),24.75,692.1,Female,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,8515-OCTJS
45.0,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2298.55,Male,0,No,No,No,DSL,Yes,No,No,No,No,No,No,5382-TEMLV
43.0,No,One year,Yes,Credit card (automatic),60.4,2640.55,Female,0,Yes,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No,3441-CGZJH
37.0,Yes,One year,No,Mailed check,79.25,2911.8,Male,0,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,9592-ERDKV
20.0,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,Female,1,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,2860-RANUS
4.0,No,Month-to-month,Yes,Electronic check,24.45,86.6,Female,0,No,No,No phone service,DSL,No,No,No,No,No,No,Yes,5261-QSHQM
63.0,Yes,Two year,Yes,Credit card (automatic),110.1,6705.7,Male,0,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,4778-IZARL
3.0,Yes,Month-to-month,No,Mailed check,90.7,237.65,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,0432-CAJZV
66.0,Yes,Two year,Yes,Credit card (automatic),25.3,1672.35,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7008-LZVOZ
28.0,Yes,Month-to-month,Yes,Electronic check,105.7,2979.5,Male,0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,8868-WOZGU
8.0,Yes,Month-to-month,No,Electronic check,85.2,695.75,Female,1,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,No,1200-TUZHR
71.0,Yes,Two year,No,Mailed check,24.35,1654.6,Male,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,9365-CSLBQ
1.0,No,Month-to-month,Yes,Electronic check,24.25,24.25,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No,Yes,1334-FJSVR
72.0,Yes,Two year,No,Bank transfer (automatic),25.1,1857.85,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5884-FBCTL
16.0,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,Male,1,Yes,No,No,DSL,Yes,Yes,No,No,No,No,No,7130-CTCUS
66.0,Yes,Two year,No,Mailed check,96.6,6424.25,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,6242-FEGFD
11.0,Yes,Month-to-month,Yes,Electronic check,76.5,837.95,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes,7625-XCQRH
51.0,Yes,One year,Yes,Credit card (automatic),81.15,4126.2,Male,0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,6194-HBGQN
8.0,No,Month-to-month,Yes,Electronic check,38.5,330.8,Female,0,No,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,No,7634-WSWDB
14.0,Yes,Month-to-month,Yes,Electronic check,92.9,1337.45,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,6986-IXNDM
4.0,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,Female,0,No,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,1731-TVIUK
70.0,Yes,Two year,No,Mailed check,84.7,5991.05,Female,0,No,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,2987-BJXIK
70.0,Yes,Two year,No,Electronic check,66.0,4891.5,Female,0,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,9769-TSBZE
54.0,Yes,One year,Yes,Credit card (automatic),101.5,5373.1,Female,1,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,0406-BPDVR
28.0,Yes,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Male,0,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,0618-XWMSS
24.0,Yes,Two year,No,Mailed check,20.75,487.05,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1395-WSWXR
69.0,Yes,Two year,Yes,Credit card (automatic),61.45,4131.2,Female,0,Yes,No,No,DSL,No,Yes,No,No,No,Yes,No,6023-GSSXW
42.0,Yes,Month-to-month,No,Mailed check,54.5,2301.15,Male,0,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,No,6752-APNJL
2.0,Yes,Month-to-month,Yes,Electronic check,69.6,131.65,Female,1,No,No,No,Fiber optic,No,No,No,No,No,No,Yes,5276-KQWHG
39.0,Yes,Month-to-month,Yes,Electronic check,99.75,4036.0,Female,1,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,0420-HLGXF
45.0,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,7446-KQISO
72.0,Yes,Two year,Yes,Bank transfer (automatic),80.85,5727.45,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,9823-EALYC
38.0,Yes,Two year,No,Mailed check,20.3,743.05,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0582-AVCLN
72.0,Yes,Two year,Yes,Bank transfer (automatic),67.8,4804.65,Male,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,5803-NQJZO
1.0,Yes,Month-to-month,Yes,Mailed check,24.05,24.05,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,2565-JSLRY
72.0,Yes,Two year,Yes,Credit card (automatic),19.8,1414.65,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,2607-DHDAK
55.0,Yes,Two year,No,Bank transfer (automatic),25.7,1443.65,Male,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1073-XXCZD
51.0,No,One year,Yes,Electronic check,56.15,2898.95,Female,0,Yes,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,No,0743-HRVFF
63.0,Yes,Two year,Yes,Bank transfer (automatic),86.7,5309.5,Male,0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,4006-HKYHO
1.0,Yes,Month-to-month,No,Mailed check,20.4,20.4,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3727-JEZTU
23.0,Yes,Two year,Yes,Mailed check,19.65,451.55,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8143-ETQTI
1.0,Yes,Month-to-month,No,Electronic check,50.55,50.55,Female,0,No,No,No,DSL,No,Yes,No,No,No,No,Yes,6689-KXGBO
2.0,Yes,Month-to-month,Yes,Mailed check,54.35,117.05,Female,0,No,No,Yes,DSL,No,No,No,Yes,No,No,No,9667-TKTVZ
52.0,Yes,Month-to-month,No,Credit card (automatic),108.1,5839.3,Female,1,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,3657-COGMW
36.0,Yes,One year,No,Mailed check,54.45,1893.5,Female,0,No,No,Yes,DSL,Yes,No,No,No,No,No,No,8570-KLJYJ
1.0,Yes,Month-to-month,No,Mailed check,45.35,45.35,Female,0,No,No,No,DSL,No,No,No,No,No,No,No,7754-IXRMC
28.0,Yes,One year,No,Mailed check,59.0,1654.45,Female,0,No,No,Yes,DSL,Yes,No,Yes,No,No,No,No,9473-CBZOP
7.0,Yes,One year,No,Electronic check,69.45,477.05,Female,0,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,No,2969-WGHQO
14.0,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,Male,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,6615-NGGZJ
72.0,No,Two year,Yes,Credit card (automatic),64.95,4546.0,Male,1,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,4334-HOWRP
1.0,Yes,Month-to-month,Yes,Mailed check,20.5,20.5,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,4255-DDUOU
10.0,Yes,Month-to-month,No,Mailed check,18.85,163.2,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5863-OOKCL
42.0,Yes,One year,No,Bank transfer (automatic),19.8,849.9,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1686-STUHN
7.0,No,Month-to-month,No,Bank transfer (automatic),25.05,189.95,Female,0,No,No,No phone service,DSL,No,No,No,No,No,No,No,1329-VHWNP
4.0,Yes,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,Male,0,No,No,No,Fiber optic,No,No,Yes,No,No,No,Yes,2984-MIIZL
72.0,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0266-GMEAO
20.0,No,Month-to-month,Yes,Electronic check,24.45,482.8,Female,0,Yes,No,No phone service,DSL,No,No,No,No,No,No,Yes,5590-YRFJT
63.0,Yes,Two year,No,Credit card (automatic),109.2,7049.75,Male,0,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,5574-NXZIU
56.0,No,Two year,No,Bank transfer (automatic),45.05,2560.1,Female,0,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,No,0019-GFNTW
5.0,Yes,Month-to-month,Yes,Mailed check,51.0,286.8,Female,0,No,Yes,No,DSL,No,No,No,Yes,No,No,No,4256-ZWTZI
72.0,Yes,Two year,Yes,Bank transfer (automatic),110.45,7982.5,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,8309-PPCED
68.0,Yes,Month-to-month,Yes,Electronic check,84.65,5683.6,Male,1,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,4098-NAUKP
67.0,Yes,One year,No,Mailed check,60.05,3994.05,Male,0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,5196-WPYOW
8.0,Yes,Month-to-month,No,Bank transfer (automatic),44.65,369.15,Male,0,Yes,Yes,No,DSL,No,No,No,No,No,No,No,4608-LCIMN
52.0,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,4631.7,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No,1485-YDHMM
18.0,Yes,Month-to-month,Yes,Mailed check,20.25,401.95,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4054-CUMIA
59.0,Yes,Two year,No,Mailed check,25.45,1534.05,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0603-TPMIB
60.0,Yes,Two year,No,Mailed check,20.6,1093.0,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,2525-GVKQU
7.0,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,Male,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,8161-QYMTT
59.0,No,One year,No,Mailed check,34.8,1980.3,Male,0,Yes,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,No,9581-GVBXT
46.0,No,Two year,Yes,Bank transfer (automatic),60.75,2893.4,Male,0,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No,5862-BRIXZ
